"uscode","naics","lfo","empflag","emp_nf","emp","qp1_nf","qp1","ap_nf","ap","est","f1_4","e1_4nf","e1_4","q1_4nf","q1_4","a1_4nf","a1_4","n1_4","f5_9","e5_9nf","e5_9","q5_9nf","q5_9","a5_9nf","a5_9","n5_9","f10_19","e10_19nf","e10_19","q10_19nf","q10_19","a10_19nf","a10_19","n10_19","f20_49","e20_49nf","e20_49","q20_49nf","q20_49","a20_49nf","a20_49","n20_49","f50_99","e50_99nf","e50_99","q50_99nf","q50_99","a50_99nf","a50_99","n50_99","f100_249","e100_249nf","e100_249","q100_249nf","q100_249","a100_249nf","a100_249","n100_249","f250_499","e250_499nf","e250_499","q250_499nf","q250_499","a250_499nf","a250_499","n250_499","f500_999","e500_999nf","e500_999","q500_999nf","q500_999","a500_999nf","a500_999","n500_999","f1000","e1000nf","e1000","q1000nf","q1000","a1000nf","a1000","n1000"
"98","------","-",,"G",115938468,"G",1364679729,"G",5414255995,7431808,,"G",7015350,"G",61223676,"G",308881615,4060074,,"G",9291770,"G",79823358,"G",336267470,1402142,,"G",12753317,"G",114112269,"G",475841999,944426,,"G",19128060,"G",184867726,"G",759688436,637059,,"G",14866519,"G",156997566,"G",631134277,216460,,"G",18299067,"G",216354641,"G",848505762,122249,,"G",10631075,"G",147929745,"G",560942295,31013,,"G",7846876,"G",125958971,"G",464190631,11471,,"G",16106434,"G",277411777,"G",1028803510,6914
"98","------","C",,"G",53510248,"G",773003129,"G",2929099189,2275719,,"G",1793548,"G",21888407,"G",104817781,986000,,"G",3174708,"G",32579652,"G",133187028,474828,,"G",4934609,"G",51532697,"G",208703972,363097,,"G",7762993,"G",89854850,"G",358630611,257998,,"G",6842587,"G",84564739,"G",329322803,98425,,"G",9959397,"G",132487932,"G",506175516,66096,,"G",6564418,"G",102184678,"G",378808624,18971,,"G",4697521,"G",88541657,"G",315957358,6863,,"G",7780467,"G",169368517,"G",593495496,3441
"98","------","Z",,"G",29062166,"G",254235171,"G",1123196555,2909306,,"G",2858099,"G",24121175,"G",129298074,1723606,,"G",3526744,"G",29413760,"G",129461247,532796,,"G",4622677,"G",38428695,"G",168213898,343905,,"G",6430804,"G",54439597,"G",236798221,215300,,"G",4161081,"G",37818058,"G",162828008,61516,,"G",3759061,"G",36436845,"G",154656345,25639,,"G",1553244,"G",15010910,"G",63216993,4610,,"G",915378,"G",8214852,"G",34656637,1371,,"G",1235078,"G",10351279,"G",44067132,563
"98","------","S",,"G",3821958,"G",24713964,"G",102015866,862531,,"H",1113210,"G",5531401,"G",25590481,675283,,"G",785242,"G",4112238,"G",16917867,122888,,"G",546400,"G",2926774,"G",11988719,42193,,"G",441043,"G",2599362,"G",10574409,15122,,"G",329488,"G",2167585,"G",8541696,4931,,"G",238343,"G",2558224,"G",9795665,1570,,"G",118022,"G",1598474,"G",6486349,344,,"G",91168,"G",1373598,"G",5164891,139,,"G",159042,"G",1846308,"G",6955789,61
"98","------","P",,"G",12489666,"G",137006463,"G",547411778,793532,,"G",702032,"G",5970999,"G",32006831,406475,,"G",959933,"G",7908000,"G",33105859,144620,,"G",1481974,"G",12589761,"G",51888158,108691,,"G",2613244,"G",23002795,"G",92941854,86770,,"G",1939295,"G",19059011,"G",75917764,28523,,"G",2084964,"G",25181665,"G",98113706,14078,,"G",965118,"G",15039377,"G",55659762,2888,,"G",674917,"G",10977015,"G",41209805,1000,,"G",1068189,"G",17277840,"G",66568039,487
"98","------","N",,"G",15237791,"G",149705895,"G",609327501,566434,,"G",531031,"G",3516782,"G",15438149,259514,,"G",807907,"G",5433903,"G",22085554,121536,,"G",1114603,"G",8083440,"G",32798470,82576,,"G",1807356,"G",14213472,"G",57652404,59449,,"G",1521030,"G",12599164,"G",51446546,22028,,"G",2096460,"G",17965900,"G",72867904,13840,,"G",1275241,"G",12292076,"G",49575072,3765,,"G",1232768,"G",13594820,"G",54575215,1770,,"G",4851395,"G",62006338,"G",252888187,1956
"98","------","G",,"G",1286919,"G",18686188,"G",74474681,3468,,"G",1706,"G",13284,"G",60371,661,,"G",5890,"G",36211,"G",146125,884,,"G",3327,"G",19456,"G",81231,260,,"G",3899,"G",35262,"G",146307,122,,"G",13400,"G",132882,"G",526305,172,,"G",82314,"G",833346,"G",3398177,487,,"G",106099,"G",1114210,"G",4482577,297,,"G",171486,"G",2134849,"G",8570761,239,,"G",898798,"G",14366688,"G",57062827,346
"98","------","O",,"G",529720,"G",7328919,"G",28730425,20818,,"G",15724,"G",181628,"H",1669928,8535,,"G",31346,"G",339594,"G",1363790,4590,,"G",49727,"G",531446,"G",2167551,3704,,"G",68721,"G",722388,"G",2944630,2298,,"G",59638,"G",656127,"G",2551155,865,,"H",78528,"G",890729,"G",3498449,539,,"G",48933,"G",690020,"G",2712918,138,,"G",63638,"G",1122180,"G",4055964,89,,"G",113465,"G",2194807,"G",7766040,60
"98","11----","-",,"G",161077,"G",1332987,"G",5909348,22046,,"H",22873,"G",159844,"G",904491,15144,,"G",23975,"G",197280,"G",874223,3669,,"G",23939,"G",215715,"G",934057,1816,,"G",28073,"G",260742,"G",1127628,953,,"G",19503,"G",181530,"G",802807,285,,"G",18436,"G",150357,"G",617592,129,,"G",15031,"G",119953,"G",483132,44,"F","D",0,"D",0,"D",0,1,,"G",8719,"G",43486,"G",151152,5
"98","11----","C",,"G",48568,"G",486636,"G",2081618,4413,,"G",4212,"G",36759,"G",190999,2449,,"G",5881,"G",58903,"G",254987,893,,"G",7256,"G",74614,"G",312353,554,,"G",9866,"G",100252,"G",427122,338,,"G",8290,"H",89023,"H",387235,117,,"G",6365,"G",63614,"G",263669,46,,"H",5153,"H",49798,"G",205413,15,,"G",0,"G",0,"G",0,0,"G","D",0,"D",0,"D",0,1
"98","11----","Z",,"G",63468,"G",489496,"G",2284128,9415,,"H",9426,"G",67068,"G",406643,6564,,"G",10330,"G",84812,"G",382592,1573,,"G",10059,"G",86111,"G",384436,754,,"G",10939,"G",99255,"G",433284,369,,"G",6168,"G",46984,"G",234436,95,,"G",5555,"H",44692,"H",192093,40,,"G",6107,"G",35114,"G",157361,17,"F","D",0,"D",0,"D",0,1,"H","D",0,"D",0,"D",0,2
"98","11----","S",,"G",16824,"G",94310,"G",419650,4611,,"H",5478,"G",29213,"G",153641,3735,,"G",3924,"G",24951,"G",104305,619,,"G",2342,"G",15578,"G",64496,182,,"H",1626,"H",10984,"G",44833,57,,"G",845,"G",6584,"G",23754,12,"F","D",0,"D",0,"D",0,4,"E","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,"G","D",0,"D",0,"D",0,1
"98","11----","P",,"G",23479,"G",177361,"G",767814,3030,,"G",3239,"G",22513,"G",130882,2117,,"G",3111,"G",22272,"G",102142,477,,"G",3088,"G",28609,"G",121695,236,,"G",3687,"G",34241,"G",149991,123,,"G",2776,"G",23284,"G",94655,41,,"G",4038,"G",24241,"G",93980,28,,"H",2208,"H",16156,"H",53171,7,,"G",0,"G",0,"G",0,0,"G","D",0,"D",0,"D",0,1
"98","11----","N",,"G",3820,"G",31265,"G",129813,338,,"G",362,"G",2386,"G",10973,202,,"G",379,"H",2821,"H",11084,56,,"G",507,"G",4055,"G",17139,38,,"G",903,"G",6154,"G",25592,29,,"H",563,"H",5586,"H",23535,8,,"G",490,"G",4828,"G",20393,3,"F","D",0,"D",0,"D",0,2,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","11----","O",,"G",4918,"G",53919,"G",226325,239,,"G",156,"H",1905,"H",11353,77,,"G",350,"G",3521,"G",19113,51,,"G",687,"G",6748,"G",33938,52,,"H",1052,"H",9856,"H",46806,37,,"H",861,"H",10069,"H",39192,12,,"G",1300,"G",10357,"G",36893,8,"F","D",0,"D",0,"D",0,2,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","113///","-",,"G",53515,"G",496983,"G",2120056,8727,,"G",9384,"G",66582,"G",317198,5254,,"G",13156,"G",111825,"G",468392,2004,,"G",12940,"G",119394,"G",498644,988,,"G",11556,"G",119033,"G",494899,406,,"G",3993,"G",43784,"G",191192,60,,"G",1724,"G",22304,"G",91371,13,"F","D",0,"D",0,"D",0,2,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","113///","C",,"G",16959,"G",189100,"G",792365,1970,,"G",1889,"G",15842,"G",70061,975,,"G",3294,"G",32882,"G",135450,496,,"G",4014,"G",42577,"G",176050,312,,"G",4350,"G",47588,"G",198242,154,,"G",1605,"H",20403,"H",90483,23,,"G",1281,"G",16661,"G",67662,9,"F","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","113///","Z",,"G",23624,"G",212042,"G",912463,3511,,"G",3458,"G",25631,"G",127902,1900,,"G",6055,"G",52063,"G",219500,911,,"G",6347,"G",56009,"G",235360,477,,"G",5602,"G",56553,"G",237985,194,,"G",1578,"G",16155,"G",69103,25,,"G",348,"H",4717,"G",18670,3,"C","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","113///","S",,"G",7752,"G",53830,"G",230696,2255,,"H",2903,"G",17362,"G",80378,1709,,"G",2534,"G",17748,"G",72322,405,,"G",1471,"G",11176,"G",46566,114,,"G",642,"G",5442,"G",22730,24,,"H",202,"H",2102,"H",8700,3,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","113///","P",,"G",5057,"G",41061,"G",180397,978,,"G",1122,"G",7652,"G",38434,660,,"G",1273,"G",9132,"G",41120,192,,"G",1099,"G",9507,"G",40063,84,,"G",942,"G",9081,"G",34359,33,,"G",526,"G",4763,"G",21382,8,"B","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","113///","N","C","S",0,"H",553,"G",2428,8,"A","S",0,"G",67,"G",299,6,,"G",0,"G",0,"G",0,0,"A","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,"B","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","113///","O","B","D",0,"D",0,"D",0,5,,"G",3,"H",28,"H",124,4,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,"B","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","1131//","-",,"G",2129,"G",26304,"G",110290,394,,"H",459,"G",4529,"G",20137,281,,"G",396,"G",4195,"G",17316,62,,"G",449,"G",4273,"G",23031,32,,"H",421,"H",5303,"H",22393,15,"B","D",0,"D",0,"D",0,1,,"H",322,"H",7643,"H",25889,3,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","1131//","C",,"H",628,"H",10553,"H",43000,76,"B","S",0,"G",1146,"G",4298,46,,"G",88,"G",1267,"G",4752,14,"C","S",0,"H",1610,"G",11464,10,"C","S",0,"H",1259,"H",5731,4,,"G",0,"G",0,"G",0,0,"C","D",0,"D",0,"D",0,2,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","1131//","Z",,"G",881,"G",10854,"G",45906,160,,"H",189,"G",2015,"G",9750,112,,"G",199,"G",2270,"G",9735,30,,"H",130,"H",1317,"H",5268,9,,"H",241,"H",2880,"H",12019,8,,"G",0,"G",0,"G",0,0,"C","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","1131//","S",,"G",182,"G",1014,"G",4866,52,"B","S",0,"H",270,"H",1336,38,,"G",43,"G",268,"G",1100,7,,"H",97,"G",476,"G",2430,7,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","1131//","P",,"H",325,"G",2997,"G",12633,100,"C","S",0,"G",1067,"G",4580,82,,"G",66,"H",390,"H",1729,11,,"H",72,"H",745,"H",3264,5,"B","D",0,"D",0,"D",0,2,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","1131//","N",,"H",92,"H",497,"H",2216,4,"A","D",0,"D",0,"D",0,2,,"G",0,"G",0,"G",0,0,"A","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,"B","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","1131//","O","B","D",0,"D",0,"D",0,2,"A","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,"B","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","11311/","-",,"G",2129,"G",26304,"G",110290,394,,"H",459,"G",4529,"G",20137,281,,"G",396,"G",4195,"G",17316,62,,"G",449,"G",4273,"G",23031,32,,"H",421,"H",5303,"H",22393,15,"B","D",0,"D",0,"D",0,1,,"H",322,"H",7643,"H",25889,3,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","11311/","C",,"H",628,"H",10553,"H",43000,76,"B","S",0,"G",1146,"G",4298,46,,"G",88,"G",1267,"G",4752,14,"C","S",0,"H",1610,"G",11464,10,"C","S",0,"H",1259,"H",5731,4,,"G",0,"G",0,"G",0,0,"C","D",0,"D",0,"D",0,2,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","11311/","Z",,"G",881,"G",10854,"G",45906,160,,"H",189,"G",2015,"G",9750,112,,"G",199,"G",2270,"G",9735,30,,"H",130,"H",1317,"H",5268,9,,"H",241,"H",2880,"H",12019,8,,"G",0,"G",0,"G",0,0,"C","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","11311/","S",,"G",182,"G",1014,"G",4866,52,"B","S",0,"H",270,"H",1336,38,,"G",43,"G",268,"G",1100,7,,"H",97,"G",476,"G",2430,7,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","11311/","P",,"H",325,"G",2997,"G",12633,100,"C","S",0,"G",1067,"G",4580,82,,"G",66,"H",390,"H",1729,11,,"H",72,"H",745,"H",3264,5,"B","D",0,"D",0,"D",0,2,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","11311/","N",,"H",92,"H",497,"H",2216,4,"A","D",0,"D",0,"D",0,2,,"G",0,"G",0,"G",0,0,"A","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,"B","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","11311/","O","B","D",0,"D",0,"D",0,2,"A","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,"B","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","113110","-",,"G",2129,"G",26304,"G",110290,394,,"H",459,"G",4529,"G",20137,281,,"G",396,"G",4195,"G",17316,62,,"G",449,"G",4273,"G",23031,32,,"H",421,"H",5303,"H",22393,15,"B","D",0,"D",0,"D",0,1,,"H",322,"H",7643,"H",25889,3,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","113110","C",,"H",628,"H",10553,"H",43000,76,"B","S",0,"G",1146,"G",4298,46,,"G",88,"G",1267,"G",4752,14,"C","S",0,"H",1610,"G",11464,10,"C","S",0,"H",1259,"H",5731,4,,"G",0,"G",0,"G",0,0,"C","D",0,"D",0,"D",0,2,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","113110","Z",,"G",881,"G",10854,"G",45906,160,,"H",189,"G",2015,"G",9750,112,,"G",199,"G",2270,"G",9735,30,,"H",130,"H",1317,"H",5268,9,,"H",241,"H",2880,"H",12019,8,,"G",0,"G",0,"G",0,0,"C","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","113110","S",,"G",182,"G",1014,"G",4866,52,"B","S",0,"H",270,"H",1336,38,,"G",43,"G",268,"G",1100,7,,"H",97,"G",476,"G",2430,7,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","113110","P",,"H",325,"G",2997,"G",12633,100,"C","S",0,"G",1067,"G",4580,82,,"G",66,"H",390,"H",1729,11,,"H",72,"H",745,"H",3264,5,"B","D",0,"D",0,"D",0,2,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","113110","N",,"H",92,"H",497,"H",2216,4,"A","D",0,"D",0,"D",0,2,,"G",0,"G",0,"G",0,0,"A","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,"B","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","113110","O","B","D",0,"D",0,"D",0,2,"A","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,"B","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","1132//","-",,"G",1658,"H",13546,"G",53847,182,,"G",137,"G",733,"G",4850,106,,"G",270,"H",2755,"H",13516,41,,"H",263,"H",3850,"H",12037,21,"E","D",0,"D",0,"D",0,8,,"H",184,"H",1274,"H",6350,3,"E","D",0,"D",0,"D",0,2,"C","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","1132//","C","F","S",0,"S",0,"H",22094,44,,"H",24,"H",175,"G",840,15,"C","S",0,"H",1835,"H",8962,15,"C","D",0,"D",0,"D",0,11,"B","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,"E","D",0,"D",0,"D",0,2,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","1132//","Z",,"H",801,"G",6164,"G",25727,69,"B","S",0,"H",315,"H",1999,42,,"G",89,"G",540,"G",2588,14,,"H",59,"G",518,"G",2254,4,"C","D",0,"D",0,"D",0,5,,"H",184,"H",1274,"H",6350,3,,"G",0,"G",0,"G",0,0,"C","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","1132//","S",,"H",164,"G",664,"G",3355,44,"B","S",0,"H",149,"G",1089,30,"B","S",0,"H",249,"G",1375,9,"B","D",0,"D",0,"D",0,4,"B","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","1132//","P",,"G",112,"G",515,"G",2645,24,,"G",24,"G",84,"G",896,18,,"H",22,"H",131,"H",591,3,"B","D",0,"D",0,"D",0,2,"B","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","1132//","N","A","D",0,"D",0,"D",0,1,"A","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","11321/","-",,"G",1658,"H",13546,"G",53847,182,,"G",137,"G",733,"G",4850,106,,"G",270,"H",2755,"H",13516,41,,"H",263,"H",3850,"H",12037,21,"E","D",0,"D",0,"D",0,8,,"H",184,"H",1274,"H",6350,3,"E","D",0,"D",0,"D",0,2,"C","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","11321/","C","F","S",0,"S",0,"H",22094,44,,"H",24,"H",175,"G",840,15,"C","S",0,"H",1835,"H",8962,15,"C","D",0,"D",0,"D",0,11,"B","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,"E","D",0,"D",0,"D",0,2,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","11321/","Z",,"H",801,"G",6164,"G",25727,69,"B","S",0,"H",315,"H",1999,42,,"G",89,"G",540,"G",2588,14,,"H",59,"G",518,"G",2254,4,"C","D",0,"D",0,"D",0,5,,"H",184,"H",1274,"H",6350,3,,"G",0,"G",0,"G",0,0,"C","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","11321/","S",,"H",164,"G",664,"G",3355,44,"B","S",0,"H",149,"G",1089,30,"B","S",0,"H",249,"G",1375,9,"B","D",0,"D",0,"D",0,4,"B","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","11321/","P",,"G",112,"G",515,"G",2645,24,,"G",24,"G",84,"G",896,18,,"H",22,"H",131,"H",591,3,"B","D",0,"D",0,"D",0,2,"B","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","11321/","N","A","D",0,"D",0,"D",0,1,"A","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","113210","-",,"G",1658,"H",13546,"G",53847,182,,"G",137,"G",733,"G",4850,106,,"G",270,"H",2755,"H",13516,41,,"H",263,"H",3850,"H",12037,21,"E","D",0,"D",0,"D",0,8,,"H",184,"H",1274,"H",6350,3,"E","D",0,"D",0,"D",0,2,"C","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","113210","C","F","S",0,"S",0,"H",22094,44,,"H",24,"H",175,"G",840,15,"C","S",0,"H",1835,"H",8962,15,"C","D",0,"D",0,"D",0,11,"B","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,"E","D",0,"D",0,"D",0,2,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","113210","Z",,"H",801,"G",6164,"G",25727,69,"B","S",0,"H",315,"H",1999,42,,"G",89,"G",540,"G",2588,14,,"H",59,"G",518,"G",2254,4,"C","D",0,"D",0,"D",0,5,,"H",184,"H",1274,"H",6350,3,,"G",0,"G",0,"G",0,0,"C","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","113210","S",,"H",164,"G",664,"G",3355,44,"B","S",0,"H",149,"G",1089,30,"B","S",0,"H",249,"G",1375,9,"B","D",0,"D",0,"D",0,4,"B","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","113210","P",,"G",112,"G",515,"G",2645,24,,"G",24,"G",84,"G",896,18,,"H",22,"H",131,"H",591,3,"B","D",0,"D",0,"D",0,2,"B","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","113210","N","A","D",0,"D",0,"D",0,1,"A","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","1133//","-",,"G",49728,"G",457133,"G",1955919,8151,,"G",8788,"G",61320,"G",292211,4867,,"G",12490,"G",104875,"G",437560,1901,,"G",12228,"G",111271,"G",463576,935,,"G",10855,"G",110814,"G",462631,383,,"G",3727,"G",42149,"G",183318,56,,"G",1114,"G",13557,"G",62206,8,"F","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","1133//","C",,"G",15752,"G",172354,"G",727271,1850,,"G",1775,"G",14521,"G",64923,914,,"G",3101,"G",29780,"G",121736,467,,"G",3740,"G",37962,"G",155925,291,,"G",4212,"G",46255,"G",192156,149,,"G",1605,"H",20403,"H",90483,23,,"H",793,"H",10286,"H",47631,5,"F","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","1133//","Z",,"G",21942,"G",195024,"G",840830,3282,,"G",3217,"G",23301,"G",116153,1746,,"G",5767,"G",49253,"G",207177,867,,"G",6158,"G",54174,"G",227838,464,,"G",5180,"G",51070,"G",217373,181,,"G",1394,"G",14881,"G",62753,22,"C","D",0,"D",0,"D",0,2,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","1133//","S",,"G",7406,"G",52152,"G",222475,2159,,"H",2826,"G",16943,"G",77953,1641,,"G",2437,"G",17231,"G",69847,389,,"G",1323,"G",10488,"G",43472,103,,"H",618,"H",5388,"G",22503,23,,"H",202,"H",2102,"H",8700,3,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
