"uscode","naics","lfo","empflag","emp_nf","emp","qp1_nf","qp1","ap_nf","ap","est","f1_4","e1_4nf","e1_4","q1_4nf","q1_4","a1_4nf","a1_4","n1_4","f5_9","e5_9nf","e5_9","q5_9nf","q5_9","a5_9nf","a5_9","n5_9","f10_19","e10_19nf","e10_19","q10_19nf","q10_19","a10_19nf","a10_19","n10_19","f20_49","e20_49nf","e20_49","q20_49nf","q20_49","a20_49nf","a20_49","n20_49","f50_99","e50_99nf","e50_99","q50_99nf","q50_99","a50_99nf","a50_99","n50_99","f100_249","e100_249nf","e100_249","q100_249nf","q100_249","a100_249nf","a100_249","n100_249","f250_499","e250_499nf","e250_499","q250_499nf","q250_499","a250_499nf","a250_499","n250_499","f500_999","e500_999nf","e500_999","q500_999nf","q500_999","a500_999nf","a500_999","n500_999","f1000","e1000nf","e1000","q1000nf","q1000","a1000nf","a1000","n1000"
"98","561320","Z",,"G",1105346,"G",6633006,"G",28906387,10969,,"H",3711,"G",47053,"G",370573,2518,,"H",5891,"G",69102,"G",306928,852,,"G",14698,"G",153582,"G",679938,1023,,"G",63830,"G",535343,"G",2366605,1907,,"G",128718,"G",890937,"G",3903789,1784,,"G",287615,"G",1745433,"G",7613947,1825,,"G",242883,"G",1315011,"G",5646986,695,,"G",179478,"G",990981,"G",4314718,263,,"G",178522,"G",885564,"G",3702903,102
"98","561320","S",,"G",45015,"G",241862,"G",1092248,943,,"G",718,"G",6217,"H",84715,468,,"H",622,"G",4609,"G",20690,89,,"G",1392,"G",10259,"G",45137,100,,"G",3686,"G",27293,"G",115025,109,,"G",4987,"G",20655,"G",97918,70,,"G",11075,"G",51539,"G",227903,71,,"G",7615,"G",27491,"G",104963,23,,"H",6582,"G",25495,"G",112432,11,"I","D",0,"D",0,"D",0,2
"98","561320","P",,"G",359696,"G",2465041,"G",10726118,3990,,"H",1563,"H",29377,"H",293148,1079,,"G",2210,"H",33210,"H",154758,332,,"G",5973,"H",76343,"H",354845,433,,"H",22761,"H",234073,"H",1005318,694,,"G",40933,"H",362303,"H",1555627,592,,"G",87390,"G",599773,"G",2586654,579,,"G",59261,"G",367340,"G",1562613,173,,"H",50073,"H",276065,"H",1179315,71,,"H",89532,"H",486557,"H",2033840,37
"98","561320","N",,"H",9707,"H",39800,"H",179830,143,"C","S",0,"S",0,"H",2495,57,"B","D",0,"D",0,"D",0,13,,"H",187,"H",1578,"H",7123,14,,"H",754,"H",6078,"H",27854,22,,"H",1008,"G",7748,"G",32297,14,,"H",2507,"G",10713,"G",46357,14,,"H",3155,"H",9453,"H",45312,8,,"G",0,"G",0,"G",0,0,"G","D",0,"D",0,"D",0,1
"98","561320","O","H","D",0,"D",0,"D",0,45,"A","D",0,"D",0,"D",0,13,"A","D",0,"D",0,"D",0,1,,"H",57,"H",401,"H",1523,3,"E","D",0,"D",0,"D",0,8,"E","D",0,"D",0,"D",0,7,"G","D",0,"D",0,"D",0,10,"F","D",0,"D",0,"D",0,3,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","56133/","-",,"G",1948897,"G",21077642,"G",89632141,4170,,"G",1650,"G",25438,"G",249555,1153,,"G",2624,"G",34047,"G",172699,395,,"G",5294,"G",72246,"G",316706,393,,"G",20169,"G",228872,"G",990901,612,,"G",28706,"G",273058,"G",1206681,403,,"G",68237,"G",624135,"G",2550140,425,,"G",90205,"G",731763,"G",3160771,257,,"G",143375,"G",1162180,"G",5016816,203,,"G",1588637,"G",17925903,"G",75967872,329
"98","56133/","C",,"G",1115995,"G",13477365,"G",57597949,1629,,"G",513,"H",10845,"H",122583,380,,"H",1043,"G",15006,"G",71285,159,,"H",2004,"H",34544,"H",148459,154,,"G",7849,"G",101362,"G",433316,236,,"G",10929,"G",115633,"G",496671,153,,"G",29302,"G",293856,"G",1161339,181,,"G",36515,"G",295668,"G",1282522,103,,"G",66831,"G",559169,"G",2433772,93,,"G",961009,"G",12051282,"G",51448002,170
"98","56133/","Z",,"G",551539,"G",4640437,"G",19693560,1731,,"H",761,"G",10288,"G",66949,529,,"G",1059,"G",12762,"G",58802,158,,"G",2091,"G",24595,"G",105805,151,,"G",8474,"G",91213,"G",402063,254,,"G",11765,"G",107574,"G",495112,168,,"G",26224,"G",215384,"G",950844,165,,"G",38215,"G",297822,"G",1287879,110,,"G",57684,"G",439268,"G",1884506,81,,"G",405266,"G",3441531,"G",14441600,115
"98","56133/","S",,"G",10915,"G",82623,"G",376167,153,,"G",93,"G",793,"H",18795,64,"B","S",0,"H",537,"G",2890,15,,"G",232,"G",1945,"G",8403,17,,"G",828,"G",6019,"G",30123,26,,"H",951,"G",5464,"G",21492,11,,"G",1781,"G",8736,"G",34121,10,,"H",1592,"G",11261,"G",50890,5,,"G",1915,"G",7810,"G",36798,3,"H","D",0,"D",0,"D",0,2
"98","56133/","P",,"H",260224,"G",2693401,"G",11211964,612,,"G",261,"G",3228,"G",40300,167,,"G",394,"G",4884,"G",36359,58,,"G",918,"G",10595,"G",51764,67,,"G",2786,"G",28886,"G",119746,89,,"G",4839,"G",41479,"G",181497,68,,"G",10104,"G",96601,"G",363579,64,,"G",13883,"G",127012,"G",539480,39,,"H",14314,"H",112716,"H",474074,22,,"H",212725,"G",2268000,"G",9405165,38
"98","56133/","N","I","D",0,"D",0,"D",0,43,"B","D",0,"D",0,"D",0,13,,"H",40,"H",858,"H",3363,5,"B","D",0,"D",0,"D",0,4,,"G",213,"H",1271,"H",5349,6,,"G",222,"G",2908,"G",11909,3,"F","D",0,"D",0,"D",0,4,,"G",0,"G",0,"G",0,0,,"G",2631,"H",43217,"H",187666,4,"I","D",0,"D",0,"D",0,4
"98","56133/","O","C","D",0,"D",0,"D",0,2,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,"A","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,"C","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","561330","-",,"G",1948897,"G",21077642,"G",89632141,4170,,"G",1650,"G",25438,"G",249555,1153,,"G",2624,"G",34047,"G",172699,395,,"G",5294,"G",72246,"G",316706,393,,"G",20169,"G",228872,"G",990901,612,,"G",28706,"G",273058,"G",1206681,403,,"G",68237,"G",624135,"G",2550140,425,,"G",90205,"G",731763,"G",3160771,257,,"G",143375,"G",1162180,"G",5016816,203,,"G",1588637,"G",17925903,"G",75967872,329
"98","561330","C",,"G",1115995,"G",13477365,"G",57597949,1629,,"G",513,"H",10845,"H",122583,380,,"H",1043,"G",15006,"G",71285,159,,"H",2004,"H",34544,"H",148459,154,,"G",7849,"G",101362,"G",433316,236,,"G",10929,"G",115633,"G",496671,153,,"G",29302,"G",293856,"G",1161339,181,,"G",36515,"G",295668,"G",1282522,103,,"G",66831,"G",559169,"G",2433772,93,,"G",961009,"G",12051282,"G",51448002,170
"98","561330","Z",,"G",551539,"G",4640437,"G",19693560,1731,,"H",761,"G",10288,"G",66949,529,,"G",1059,"G",12762,"G",58802,158,,"G",2091,"G",24595,"G",105805,151,,"G",8474,"G",91213,"G",402063,254,,"G",11765,"G",107574,"G",495112,168,,"G",26224,"G",215384,"G",950844,165,,"G",38215,"G",297822,"G",1287879,110,,"G",57684,"G",439268,"G",1884506,81,,"G",405266,"G",3441531,"G",14441600,115
"98","561330","S",,"G",10915,"G",82623,"G",376167,153,,"G",93,"G",793,"H",18795,64,"B","S",0,"H",537,"G",2890,15,,"G",232,"G",1945,"G",8403,17,,"G",828,"G",6019,"G",30123,26,,"H",951,"G",5464,"G",21492,11,,"G",1781,"G",8736,"G",34121,10,,"H",1592,"G",11261,"G",50890,5,,"G",1915,"G",7810,"G",36798,3,"H","D",0,"D",0,"D",0,2
"98","561330","P",,"H",260224,"G",2693401,"G",11211964,612,,"G",261,"G",3228,"G",40300,167,,"G",394,"G",4884,"G",36359,58,,"G",918,"G",10595,"G",51764,67,,"G",2786,"G",28886,"G",119746,89,,"G",4839,"G",41479,"G",181497,68,,"G",10104,"G",96601,"G",363579,64,,"G",13883,"G",127012,"G",539480,39,,"H",14314,"H",112716,"H",474074,22,,"H",212725,"G",2268000,"G",9405165,38
"98","561330","N","I","D",0,"D",0,"D",0,43,"B","D",0,"D",0,"D",0,13,,"H",40,"H",858,"H",3363,5,"B","D",0,"D",0,"D",0,4,,"G",213,"H",1271,"H",5349,6,,"G",222,"G",2908,"G",11909,3,"F","D",0,"D",0,"D",0,4,,"G",0,"G",0,"G",0,0,,"G",2631,"H",43217,"H",187666,4,"I","D",0,"D",0,"D",0,4
"98","561330","O","C","D",0,"D",0,"D",0,2,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,"A","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,"C","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","5614//","-",,"G",771646,"G",6345154,"G",25190301,33320,,"G",34333,"G",270124,"G",1325781,19718,,"G",35226,"G",274223,"G",1126775,5373,,"G",45869,"G",408245,"G",1672276,3429,,"G",69361,"G",642539,"G",2622106,2248,,"G",69963,"G",638745,"G",2529437,1015,,"G",132120,"G",1140560,"G",4591397,860,,"G",141999,"G",1071468,"G",4199592,407,,"G",142394,"G",1095256,"G",4066895,206,,"H",100381,"H",803994,"H",3056042,64
"98","5614//","C",,"G",456093,"G",4017898,"G",15702603,10371,,"H",9119,"G",103244,"G",476344,4804,,"H",12231,"G",116149,"G",466339,1860,,"H",19566,"G",197355,"G",802242,1493,,"G",25946,"G",278864,"G",1114083,844,,"G",31083,"G",335816,"G",1308365,452,,"G",68639,"G",705104,"G",2808107,440,,"G",92686,"G",740504,"G",2881977,263,,"G",111237,"G",925854,"G",3386520,159,,"H",85586,"G",615008,"G",2458626,56
"98","5614//","Z",,"G",200564,"G",1409758,"G",5908570,15907,,"H",16887,"G",116931,"G",587461,10308,,"G",15813,"G",111456,"G",467162,2404,,"G",18852,"G",152184,"G",638657,1386,,"G",31507,"G",251954,"G",1055713,1026,,"G",26616,"G",206595,"G",839120,387,,"G",43990,"G",295565,"G",1216143,292,,"G",27760,"G",182554,"G",721787,79,,"G",15213,"G",74367,"G",298841,23,"H","D",0,"D",0,"D",0,2
"98","5614//","S",,"G",14191,"G",78662,"G",319656,2762,,"H",3772,"G",16965,"G",73126,2190,,"G",2377,"G",11335,"G",45627,379,,"G",1719,"G",9593,"G",37200,130,,"H",1134,"G",8647,"G",34562,37,,"G",796,"G",6959,"G",24152,11,,"G",952,"H",8598,"H",34847,7,,"H",2032,"H",10116,"H",42773,6,"G","D",0,"D",0,"D",0,2,,"G",0,"G",0,"G",0,0
"98","5614//","P",,"G",89489,"G",720299,"G",2781681,3620,,"H",3849,"G",26064,"G",157764,2015,,"G",4152,"G",29025,"G",122378,633,,"G",5046,"G",42558,"G",167207,370,,"G",8718,"G",72580,"G",290527,277,,"G",9818,"G",70497,"G",288235,141,,"G",15589,"G",106179,"G",430360,102,,"G",18297,"G",131289,"G",525178,56,,"G",13151,"G",71273,"G",286302,20,,"H",10869,"S",0,"H",513730,6
"98","5614//","N",,"H",10941,"H",114925,"H",462990,646,,"H",694,"G",6757,"G",30596,394,,"H",653,"G",6258,"G",25269,97,,"G",659,"G",6356,"G",26051,48,,"G",1943,"G",28899,"G",120225,61,,"H",1589,"H",18169,"H",67032,23,,"H",2795,"H",24168,"H",98077,18,"G","D",0,"D",0,"D",0,3,"G","D",0,"D",0,"D",0,2,,"G",0,"G",0,"G",0,0
"98","5614//","O",,"H",368,"G",3612,"G",14801,14,"A","S",0,"H",163,"H",490,7,,"G",0,"G",0,"G",0,0,"B","D",0,"D",0,"D",0,2,,"H",113,"G",1595,"H",6996,3,"B","D",0,"D",0,"D",0,1,"C","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","56141/","-",,"G",44501,"G",341429,"G",1472509,4610,,"H",4959,"G",35987,"G",168290,3546,,"G",3026,"G",26702,"G",109714,469,,"G",3371,"G",30948,"G",135229,248,,"G",5649,"G",50413,"G",210585,185,,"G",5953,"G",46997,"G",189553,85,,"G",7790,"G",60631,"G",267840,51,,"G",7842,"G",65439,"G",276052,22,"G","D",0,"D",0,"D",0,2,"H","D",0,"D",0,"D",0,2
"98","56141/","C",,"G",16101,"H",130070,"H",587513,898,,"G",853,"G",7549,"G",36589,582,,"G",785,"G",8208,"G",34248,122,,"G",1013,"G",9863,"G",41511,74,,"H",1601,"G",19071,"G",78855,55,,"G",2399,"G",22810,"G",94749,35,,"H",2831,"H",20322,"G",106345,20,"H","D",0,"D",0,"D",0,8,"F","D",0,"D",0,"D",0,1,"H","D",0,"D",0,"D",0,1
"98","56141/","Z",,"H",20095,"G",152927,"G",637185,2772,,"H",2988,"G",21981,"G",103652,2233,,"G",1536,"G",13136,"G",54231,238,,"G",1704,"G",15538,"G",70797,128,,"G",2997,"G",22223,"G",93991,95,,"H",3217,"H",21734,"H",83163,45,,"H",3710,"H",29798,"H",118536,23,,"H",3943,"H",28517,"H",112815,10,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","56141/","S",,"G",2184,"H",13372,"H",55335,560,,"H",673,"G",2750,"G",11750,477,,"G",375,"G",2112,"G",8273,59,,"H",188,"G",1291,"G",5417,14,,"G",233,"G",2021,"G",8902,7,"B","D",0,"D",0,"D",0,1,"B","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,"F","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0
"98","56141/","P",,"H",5260,"H",35234,"H",153034,329,,"H",381,"G",3066,"G",14175,215,,"G",291,"G",2954,"G",11814,44,,"H",456,"G",4190,"H",17229,31,,"H",770,"H",6769,"G",27468,26,,"H",271,"H",1974,"H",9625,4,,"G",817,"H",5138,"H",20939,5,,"H",953,"H",7534,"H",32793,3,,"G",0,"G",0,"G",0,0,"G","D",0,"D",0,"D",0,1
"98","56141/","N",,"G",861,"G",9826,"G",39441,50,,"H",64,"G",641,"G",2123,38,"B","D",0,"D",0,"D",0,6,"A","D",0,"D",0,"D",0,1,"B","D",0,"D",0,"D",0,2,,"G",0,"G",0,"G",0,0,"E","D",0,"D",0,"D",0,2,"E","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","56141/","O","A","D",0,"D",0,"D",0,1,"A","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","561410","-",,"G",44501,"G",341429,"G",1472509,4610,,"H",4959,"G",35987,"G",168290,3546,,"G",3026,"G",26702,"G",109714,469,,"G",3371,"G",30948,"G",135229,248,,"G",5649,"G",50413,"G",210585,185,,"G",5953,"G",46997,"G",189553,85,,"G",7790,"G",60631,"G",267840,51,,"G",7842,"G",65439,"G",276052,22,"G","D",0,"D",0,"D",0,2,"H","D",0,"D",0,"D",0,2
"98","561410","C",,"G",16101,"H",130070,"H",587513,898,,"G",853,"G",7549,"G",36589,582,,"G",785,"G",8208,"G",34248,122,,"G",1013,"G",9863,"G",41511,74,,"H",1601,"G",19071,"G",78855,55,,"G",2399,"G",22810,"G",94749,35,,"H",2831,"H",20322,"G",106345,20,"H","D",0,"D",0,"D",0,8,"F","D",0,"D",0,"D",0,1,"H","D",0,"D",0,"D",0,1
"98","561410","Z",,"H",20095,"G",152927,"G",637185,2772,,"H",2988,"G",21981,"G",103652,2233,,"G",1536,"G",13136,"G",54231,238,,"G",1704,"G",15538,"G",70797,128,,"G",2997,"G",22223,"G",93991,95,,"H",3217,"H",21734,"H",83163,45,,"H",3710,"H",29798,"H",118536,23,,"H",3943,"H",28517,"H",112815,10,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","561410","S",,"G",2184,"H",13372,"H",55335,560,,"H",673,"G",2750,"G",11750,477,,"G",375,"G",2112,"G",8273,59,,"H",188,"G",1291,"G",5417,14,,"G",233,"G",2021,"G",8902,7,"B","D",0,"D",0,"D",0,1,"B","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,"F","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0
"98","561410","P",,"H",5260,"H",35234,"H",153034,329,,"H",381,"G",3066,"G",14175,215,,"G",291,"G",2954,"G",11814,44,,"H",456,"G",4190,"H",17229,31,,"H",770,"H",6769,"G",27468,26,,"H",271,"H",1974,"H",9625,4,,"G",817,"H",5138,"H",20939,5,,"H",953,"H",7534,"H",32793,3,,"G",0,"G",0,"G",0,0,"G","D",0,"D",0,"D",0,1
"98","561410","N",,"G",861,"G",9826,"G",39441,50,,"H",64,"G",641,"G",2123,38,"B","D",0,"D",0,"D",0,6,"A","D",0,"D",0,"D",0,1,"B","D",0,"D",0,"D",0,2,,"G",0,"G",0,"G",0,0,"E","D",0,"D",0,"D",0,2,"E","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","561410","O","A","D",0,"D",0,"D",0,1,"A","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","56142/","-",,"G",434822,"G",2885163,"G",11249113,5298,,"H",2746,"G",28901,"G",227074,1728,,"G",4239,"G",33058,"G",136457,616,,"G",11614,"G",90242,"G",364500,825,,"G",23987,"G",169821,"G",688752,772,,"G",28162,"G",186516,"G",744818,410,,"G",70190,"G",490439,"G",1960769,451,,"G",96082,"G",610614,"G",2380911,278,,"G",114899,"G",662825,"G",2553424,166,,"H",82903,"H",612747,"H",2192408,52
"98","56142/","C",,"G",297147,"G",1992974,"G",7717895,2081,,"H",884,"G",13757,"G",97718,544,,"G",1258,"G",12928,"G",50663,179,,"G",4122,"G",37460,"G",153172,294,,"G",9080,"G",74316,"G",296933,289,,"G",11712,"G",87085,"G",347835,172,,"G",36373,"G",299629,"G",1178405,228,,"G",67112,"G",450086,"G",1729972,192,,"G",94884,"G",581612,"G",2211015,136,,"H",71722,"H",436101,"H",1652182,47
"98","56142/","Z",,"G",81028,"G",421789,"G",1766834,2058,,"H",1221,"G",10584,"G",67758,777,,"G",1716,"G",12082,"G",51319,249,,"G",5049,"G",35544,"G",143903,354,,"G",10063,"G",60403,"G",249720,332,,"G",9285,"G",52706,"G",211669,134,,"G",22315,"G",113978,"G",473367,148,,"G",15294,"G",72604,"G",294140,44,,"G",12159,"H",45736,"G",191272,18,"H","D",0,"D",0,"D",0,2
"98","56142/","S",,"G",5132,"H",24029,"H",100423,324,,"H",295,"G",1338,"G",7743,173,,"G",435,"G",1693,"G",6605,67,,"G",735,"G",3161,"G",12154,55,,"H",437,"G",2248,"H",8603,14,"E","D",0,"D",0,"D",0,6,,"G",588,"H",5730,"H",22948,4,,"H",1359,"H",4690,"H",20985,4,"F","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0
"98","56142/","P",,"G",46840,"H",395193,"H",1461814,711,"E","S",0,"G",2767,"G",51135,211,,"G",671,"G",5153,"G",22772,99,,"G",1375,"G",11110,"G",43168,99,,"G",3502,"G",22911,"G",92556,108,,"G",5661,"G",29902,"G",124032,82,,"G",9323,"G",56921,"G",228328,61,,"G",12317,"H",83234,"H",335814,38,,"G",6433,"G",24701,"G",107469,10,"I","D",0,"D",0,"D",0,3
"98","56142/","N",,"H",4392,"H",48547,"H",190797,119,"B","S",0,"H",455,"H",2720,23,,"H",159,"G",1202,"G",5098,22,,"G",318,"G",2877,"G",11612,22,,"H",792,"G",8348,"G",33944,26,,"H",1078,"H",14614,"H",53119,16,,"H",1436,"H",13235,"H",53858,9,,"G",0,"G",0,"G",0,0,"F","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0
"98","56142/","O","E","S",0,"H",2631,"H",11350,5,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,"A","D",0,"D",0,"D",0,1,,"H",113,"G",1595,"H",6996,3,,"G",0,"G",0,"G",0,0,"C","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","561421","-",,"G",43820,"G",265054,"G",1080706,1487,,"G",802,"G",6772,"G",31785,480,,"G",1713,"G",10918,"G",43594,248,,"G",5799,"G",34907,"G",141120,412,,"G",6865,"G",41460,"G",169651,233,,"G",3953,"G",28084,"G",116839,59,,"G",2989,"H",35714,"H",154307,22,,"G",4048,"G",21471,"G",86483,12,,"H",13132,"H",65936,"H",260290,17,"H","D",0,"D",0,"D",0,4
"98","561421","C",,"H",24606,"H",152241,"H",610158,521,,"G",272,"H",3310,"G",12665,159,,"G",514,"G",3687,"G",14673,70,,"G",2041,"G",13418,"G",53753,144,,"G",2866,"G",18267,"G",73064,95,,"G",1298,"G",8479,"G",35420,21,,"G",1293,"H",22081,"H",98960,9,,"G",2426,"G",13225,"G",53496,7,"J","S",0,"H",54891,"H",211509,13,"H","D",0,"D",0,"D",0,3
"98","561421","Z",,"G",12407,"G",74321,"G",308643,629,,"G",313,"G",2162,"G",12478,199,,"G",658,"G",4375,"G",17409,95,,"G",2670,"G",15403,"G",63043,186,,"G",3081,"G",17143,"G",72749,109,,"G",1825,"G",13423,"G",56331,27,,"G",1110,"G",8076,"G",32333,8,"G","D",0,"D",0,"D",0,3,"F","D",0,"D",0,"D",0,1,"F","D",0,"D",0,"D",0,1
"98","561421","S",,"G",1211,"H",7625,"G",28727,156,,"G",133,"G",582,"G",2507,69,,"G",318,"G",1249,"G",4827,49,,"G",442,"G",1951,"G",7510,34,"B","D",0,"D",0,"D",0,2,,"G",0,"G",0,"G",0,0,"C","D",0,"D",0,"D",0,2,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","561421","P",,"H",5041,"G",25822,"G",112759,145,"B","S",0,"H",511,"H",3120,41,,"H",187,"H",1294,"H",5398,29,,"G",487,"G",2536,"G",10370,37,"F","S",0,"H",4377,"H",17030,22,,"G",624,"G",4505,"G",18651,8,"E","D",0,"D",0,"D",0,3,"F","D",0,"D",0,"D",0,2,"G","D",0,"D",0,"D",0,3,,"G",0,"G",0,"G",0,0
"98","561421","N",,"G",555,"G",5045,"G",20419,36,"B","S",0,"G",207,"G",1015,12,,"H",36,"H",313,"H",1287,5,,"G",159,"G",1599,"G",6444,11,,"G",133,"H",1249,"G",5236,5,,"G",206,"G",1677,"G",6437,3,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","561422","-",,"G",391002,"G",2620109,"G",10168407,3811,,"H",1944,"G",22129,"G",195289,1248,,"G",2526,"G",22140,"G",92863,368,,"G",5815,"G",55335,"G",223380,413,,"G",17122,"G",128361,"G",519101,539,,"G",24209,"G",158432,"G",627979,351,,"G",67201,"G",454725,"G",1806462,429,,"G",92034,"G",589143,"G",2294428,266,,"G",101767,"G",596889,"G",2293134,149,,"H",78384,"H",592955,"H",2115771,48
"98","561422","C",,"G",272541,"G",1840733,"G",7107737,1560,,"H",612,"G",10447,"G",85053,385,,"G",744,"G",9241,"G",35990,109,,"G",2081,"G",24042,"G",99419,150,,"G",6214,"G",56049,"G",223869,194,,"G",10414,"G",78606,"G",312415,151,,"G",35080,"G",277548,"G",1079445,219,,"G",64686,"G",436861,"G",1676476,185,,"G",84515,"G",526721,"G",1999506,123,,"H",68195,"H",421218,"H",1595564,44
"98","561422","Z",,"G",68621,"G",347468,"G",1458191,1429,,"H",908,"G",8422,"G",55280,578,,"G",1058,"G",7707,"G",33910,154,,"G",2379,"G",20141,"G",80860,168,,"G",6982,"G",43260,"G",176971,223,,"G",7460,"G",39283,"G",155338,107,,"G",21205,"G",105902,"G",441034,140,,"G",14277,"G",67415,"G",274058,41,,"G",11418,"G",42095,"G",177073,17,"H","D",0,"D",0,"D",0,1
"98","561422","S",,"H",3921,"H",16404,"H",71696,168,,"H",162,"G",756,"G",5236,104,,"G",117,"H",444,"G",1778,18,,"G",293,"G",1210,"G",4644,21,,"H",363,"G",1824,"H",7031,12,"E","D",0,"D",0,"D",0,6,"E","D",0,"D",0,"D",0,2,,"H",1359,"H",4690,"H",20985,4,"F","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0
"98","561422","P",,"H",41799,"H",369371,"H",1349055,566,"C","S",0,"G",2256,"H",48015,170,,"G",484,"G",3859,"G",17374,70,,"G",888,"G",8574,"G",32798,62,,"G",2791,"G",18534,"G",75526,86,,"H",5037,"G",25397,"G",105381,74,,"G",8981,"G",54783,"G",217625,58,,"G",11712,"H",80177,"H",322909,36,,"H",4411,"H",17297,"H",72887,7,"I","D",0,"D",0,"D",0,3
"98","561422","N",,"H",3837,"H",43502,"H",170378,83,"B","D",0,"D",0,"D",0,11,"C","S",0,"G",889,"G",3811,17,,"G",159,"G",1278,"G",5168,11,,"H",659,"H",7099,"G",28708,21,,"H",872,"H",12937,"H",46682,13,,"H",1436,"H",13235,"H",53858,9,,"G",0,"G",0,"G",0,0,"F","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0
"98","561422","O","E","S",0,"H",2631,"H",11350,5,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,"A","D",0,"D",0,"D",0,1,,"H",113,"G",1595,"H",6996,3,,"G",0,"G",0,"G",0,0,"C","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","56143/","-",,"G",71027,"G",606104,"G",2375906,10035,,"G",13650,"G",79912,"G",347186,6170,,"G",15789,"G",93525,"G",380788,2454,,"H",13058,"H",98689,"H",393769,1042,,"G",7661,"G",70441,"G",287019,258,,"G",3636,"G",36419,"G",150054,56,,"H",5220,"H",67714,"G",257501,36,,"H",3736,"H",57479,"H",191128,10,,"H",4689,"H",51533,"H",182042,6,,"G",3588,"G",50392,"G",186419,3
"98","56143/","C",,"H",37519,"G",392571,"G",1475192,3549,"H","S",0,"H",32587,"H",131420,1778,"I","S",0,"H",44854,"H",180350,955,"I","S",0,"H",63304,"H",249862,647,,"G",2884,"G",28102,"G",112352,100,,"G",1645,"G",17582,"G",69307,27,,"H",3780,"H",56235,"H",209729,24,,"H",3736,"H",57479,"H",191128,10,"H","D",0,"D",0,"D",0,5,,"G",3588,"G",50392,"G",186419,3
"98","56143/","Z",,"G",21725,"G",140001,"G",605484,4000,,"G",5687,"G",30052,"G",142783,2540,,"G",6655,"G",34773,"G",144170,1030,,"G",3886,"G",25914,"G",107418,294,,"G",3281,"G",28091,"G",119206,109,,"G",1169,"G",11243,"G",50689,18,,"G",1047,"G",9928,"G",41218,9,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
